MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
0,38.8,0.556,9.1,19.1,8,22,15.5,21.71,233.4,7.8,19.4,2.9,8.4,915,11.3,14,7.6,15.9,613,0.526,1.22,0.52,2.8,3.4,229,0.833,1.4,4,114,0.334,0,0,0,0,163,2.01,2.49,0.82,119,1.47,1.82,0.6,53,0
0,38.7,0.523,16.5,25.3,3,15.2,9.1,21.63,200,6.7,0,0,0,0,0,0,7.7,17.8,467,0.465,1.24,0.457,5.8,7.4,352,0.777,0,0,0,0,0,0,0,0,176,2.89,3.58,1.05,0,0,0,0,0,0
0,40.9,0.565,16.7,26,3,10.5,6.5,21.31,267.1,8.9,25.5,0,0,0,0,0,8.2,19,656,0.469,1.34,0.498,6.5,8,521,0.814,2.6,7,205,0.365,411,5.1,6,1.7,139,1.74,2.04,0.57,0,0,0,0,0,0
0,39.3,0.555,13.5,26.2,3,10.7,6.9,20.97,261.7,8.7,23.9,0,0,0,0,0,8.2,19.2,640,0.459,1.25,0.498,4.8,5.5,378,0.883,2.7,7,209,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34.4,0.515,26.8,29.8,3,10.6,6.7,20.82,126,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,8,118,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37.3,0.596,21.2,16.7,7,20.4,13.9,20.72,149.4,5,0,0,0,0,0,0,0,0,0,0,0,0,4.2,5.1,233,0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,34.9,0.565,14.2,23,4,11.4,7.6,20.1,172.2,5.7,0,0,0,0,0,0,7.7,15.1,517,0.513,1.3,0.511,4.2,5.1,280,0.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36.9,0.574,13.3,25.8,4,15.5,9.7,19.95,181.7,6.1,22.2,0,0,0,0,0,6.4,14.9,425,0.457,1.48,0.457,8.5,10,563,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25.3,0.591,10.7,16.8,6,23.3,14.7,19.91,99,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6,151,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30.8,0.548,9.7,20.1,9,26.1,17.6,19.77,146.4,4.9,0,2.5,6.7,753,9.2,14.3,5.7,11.5,464,0.502,1.26,0.495,3.1,3.8,251,0.81,0,0,0,0,0,0,0,0,0,0,0,0,76,0.93,1.45,0.33,37,0
0,33.5,0.55,6.7,22,13,17.2,15.2,19.59,166.4,5.5,16.9,3.8,4.8,672,8.6,12.3,5.9,12.6,458,0.469,1.35,0.469,5.2,6.4,402,0.799,0,0,0,0,0,0,0,0,0,0,0,0,165,2.12,3.03,0.53,24,0
0,36.9,0.506,33,21.6,5,19.8,12.1,19.56,157.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,129,0.36,545,8.3,10.7,3.26,0,0,0,0,0,0,0,0,26,8
0,38,0.571,6.3,21.8,5,12.6,8.8,19.49,169.3,5.6,20.5,0,0,0,0,0,7.5,16.2,532,0.499,1.27,0.537,3.1,4,220,0.777,2.4,6,173,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34.7,0.56,13.2,23.1,10,22.7,16,19.26,99.4,3.3,0,0,0,0,0,0,7.1,13.6,361,0.522,1.31,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0,38.6,0.543,24.7,23.2,3,9.2,6,19.23,205.4,6.8,19.6,0,0,0,0,0,7,15.8,560,0.477,1.24,0.495,4,5.2,320,0.775,1.6,5,131,0.36,541,6.8,8.4,2.67,124,1.55,1.93,0.65,0,0,0,0,0,0
0,35.8,0.609,26.9,20.6,2,9,5.5,19.06,181.6,6.1,16.5,0,0,0,0,0,5.1,11.4,404,0.454,1.44,0.533,4.3,4.8,343,0.898,2.1,5,165,0.426,464,5.8,7.8,2.58,0,0,0,0,0,0,0,0,0,0
0,37.8,0.518,14.4,25.3,5,12.5,8.5,19,187,6.2,21.7,0,0,0,0,0,8.5,19,610,0.486,1.14,0.492,3,4.3,214,0.693,1.7,5,125,0.338,0,0,0,0,105,1.46,1.85,0.67,0,0,0,0,0,0
0,28.1,0.569,13.5,20,10,23.4,16.6,18.99,119.9,4,0,2.4,5.1,616,7.5,12.8,4.3,9.2,354,0.486,1.39,0.479,4,4.7,329,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0,38.2,0.521,22.2,27,5,12,8.5,18.96,191.7,6.4,21.3,0,0,0,0,0,7.2,17.1,563,0.436,1.25,0.438,6.4,7.8,499,0.823,0,0,0,0,547,7,8.8,1.73,112,1.44,1.81,0.41,0,0,0,0,21,0
0,34.6,0.581,11,20.3,8,16,12.1,18.71,98.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4.7,220,0.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34.8,0.511,8.2,25,11,20.8,15.9,18.69,88.4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.5,207,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0,25.8,0.529,25.8,25.9,2,9.5,5.9,18.68,97.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35.4,0.472,16.9,25.1,6,20.9,13.2,18.67,151.7,5.1,0,0,0,0,0,0,8.3,19.1,555,0.436,1.02,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4
0,32.5,0.518,26.1,26.1,2,12.1,7.3,18.66,80.1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21.3,0.581,12.3,15.3,11,23.6,17,18.54,63.8,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.49,3.36,0.69,0,0
0,30,0.606,30.8,18.1,2,6.8,4.4,18.42,135.4,4.5,0,0,0,0,0,0,4.7,9.3,372,0.54,1.34,0.57,0,0,0,0,1.3,3,103,0.42,429,5.4,8.6,2.92,109,1.36,2.18,0.62,0,0,0,0,0,0
0,38,0.536,9,25.3,3,10,6.4,18.37,189.2,6.3,23,0,0,0,0,0,8.3,18.9,625,0.463,1.22,0.477,4.9,5.8,369,0.854,1.4,4,104,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0.551,4.6,14.1,17,27.4,22.2,18.16,83.9,2.8,0,3.2,5.1,674,8.3,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1.31,2.85,0.47,19,0
0,29.5,0.495,41.9,20.6,1,9.3,5,18.1,103.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,9,14.6,4.02,131,1.98,3.23,0.68,0,0,0,0,0,0
0,27,0.557,27,19,1,9,5.1,18.08,115.1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,3.3,4.1,248,0.816,0,0,0,0,309,4.1,7.3,3.96,0,0,0,0,0,0,0,0,0,0
