PLAYER,MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
Anderson Varejao,0,36,0.529,18.2,17.9,16.9,30.1,23.2,21.71,149.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Andre Drummond,0,20.7,0.578,6,15.6,15.4,27.2,21.2,21.69,205.7,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrie Irving,0,34.7,0.553,20.1,29.2,1.8,10.8,6.1,21.51,321.3,10.7,0,0,0,0,0,0,8.2,18.1,484,0.474,1.24,0.503,4.2,4.9,248,0.855,1.8,5,109,0.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Curry,0,38.2,0.589,23.5,25.3,2.3,9.1,5.8,21.34,460.2,15.3,22.9,0,0,0,0,0,8,17.8,626,0.449,1.29,0.549,3.4,3.7,262,0.9,3.5,8,272,0.453,539,6.9,8.7,2.25,126,1.62,2.03,0.64,0,0,0,0,15,0
Brandan Wright,0,18,0.606,7.3,16.8,8.4,16.7,12.6,21.03,178.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Jefferson,0,33.1,0.522,10.2,23.4,7,25.9,16.3,20.99,399.8,13.3,17.8,2,7.2,720,9.2,13.4,7.8,15.8,611,0.5,1.13,0.495,0,0,0,0,0,0,0,0,0,0,0,0,80,1.03,1.49,0.47,89,1.14,1.66,0.52,37,0
John Wall,0,32.7,0.521,26.7,28.7,2.4,11.2,6.8,20.91,236.9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,5,6.2,246,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
JaVale McGee,0,18.1,0.589,3.3,19.1,12.6,17.1,14.9,20.78,217.7,7.3,0,2,2.8,381,4.8,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1.99,5.26,0.85,0,0
LaMarcus Aldridge,0,37.7,0.53,10.6,24.2,7.2,20.9,14,20.45,372.6,12.4,21.1,2.4,6.7,670,9.1,11.5,8.6,17.8,638,0.488,1.18,0.485,3.8,4.7,282,0.81,0,0,0,0,192,2.6,3.3,1.34,0,0,0,0,91,1.23,1.57,0.49,38,0
Deron Williams,0,36.4,0.574,28.6,24.9,1.2,8.5,4.8,20.38,397.8,13.3,18.9,0,0,0,0,0,6.3,14.4,495,0.482,1.31,0.516,4.1,4.7,317,0.859,2.2,6,169,0.378,604,7.7,10.2,2.77,75,0.96,1.27,0.39,0,0,0,0,21,0
Nikola Pekovic,0,31.6,0.572,5.1,20.3,13,19,15.9,20.26,282.3,9.4,0,0,0,0,0,0,6.2,12,385,0.52,1.36,0.52,3.9,5.2,241,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
DeMarcus Cousins,0,30.5,0.524,12.1,25.9,10.9,27,18.7,20.21,328.3,10.9,17.1,3,7,746,9.9,15.6,6.4,13.8,482,0.471,1.24,0.467,4.2,5.6,312,0.738,0,0,0,0,199,2.7,4.2,0.88,108,1.44,2.26,0.4,0,0,0,0,35,1
David West,0,33.4,0.545,14,23,6.8,18.8,12.9,20.15,314.2,10.5,17.1,2,5.7,563,7.7,11.1,6.9,13.8,502,0.503,1.24,0.5,3.3,4.3,242,0.768,0,0,0,0,213,2.9,4.2,1.36,74,1.01,1.46,0.5,69,0.95,1.36,0.46,16,1
Chris Bosh,0,33.2,0.592,9.5,20,7,17.6,12.6,20.08,347.3,11.6,16.6,1.8,5,501,6.8,9.8,6.6,12.3,485,0.557,1.36,0.546,3.3,4.1,241,0.798,0,0,0,0,0,0,0,0,66,0.89,1.29,0.39,101,1.36,1.98,0.6,15,0
Paul Millsap,0,30.4,0.55,14.7,21.1,8.6,18.8,13.7,19.89,297.4,9.9,0,2.3,4.8,554,7.1,11.2,5.5,11.2,429,0.498,1.3,0.498,3.4,4.6,264,0.742,0,0,0,0,201,2.6,4.1,1.46,102,1.31,2.06,0.44,80,1.03,1.62,0.34,15,0
Dirk Nowitzki,0,31.3,0.564,13,21.9,2.5,21.5,12.2,19.88,207.6,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Horford,0,37.2,0.56,15.6,19.9,8.2,23,15.7,19.84,379.9,12.7,17.4,2.6,7.6,757,10.2,13.2,7.8,14.3,576,0.544,1.22,0.545,0,0,0,0,0,0,0,0,240,3.2,4.2,1.63,78,1.05,1.36,0.48,78,1.05,1.36,0.48,43,0
JJ Hickson,0,29,0.591,8,18,13.2,28.5,20.7,19.71,315.8,10.5,0,3.3,7,828,10.4,17.1,5.2,9.3,418,0.563,1.37,0.562,2.3,3.4,182,0.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
Marc Gasol,0,35,0.559,21.4,18.8,7.6,18.9,13.1,19.57,374.5,12.5,0,2.3,5.5,622,7.8,10.7,5.4,10.9,429,0.501,1.3,0.494,3.4,4,268,0.848,0,0,0,0,318,4,5.5,2.03,80,1,1.37,0.31,139,1.74,2.39,0.55,18,0
Greg Monroe,0,33.2,0.527,16.1,23.5,9.9,23.6,16.6,19.52,357.7,11.9,16,2.9,6.7,777,9.6,13.9,6.3,13.1,514,0.488,1.23,0.486,3.3,4.8,270,0.689,0,0,0,0,281,3.5,5,1.2,105,1.3,1.88,0.55,0,0,0,0,37,1
Dwight Howard,0,35.8,0.573,7.4,19.9,10.4,27.4,19.1,19.48,360.7,12,17.1,3.3,9.1,945,12.4,16.7,6.2,10.7,470,0.581,1.59,0.579,4.7,9.5,355,0.492,0,0,0,0,0,0,0,0,84,1.11,1.48,0.29,186,2.45,3.28,0.64,48,0
Serge Ibaka,0,31.1,0.612,4.2,15.9,11.1,17,14.2,19.41,293.3,9.8,0,2.8,4.9,617,7.7,11.9,5.6,9.7,446,0.591,1.36,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,3.03,4.67,1.14,15,0
Kevin Garnett,0,29.7,0.535,13.2,21.9,4.5,25.8,15.5,19.25,261,8.7,0,0,0,0,0,0,6.2,12.5,422,0.504,1.18,0.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
David Lee,0,36.8,0.561,15.6,21.5,8.5,24.5,16.8,19.23,335.4,11.2,18.5,2.8,8.5,886,11.2,14.6,7.6,14.7,602,0.521,1.26,0.519,3.2,4.1,255,0.797,0,0,0,0,279,3.5,4.6,1.35,0,0,0,0,0,0,0,0,56,1
Paul Pierce,0,33.4,0.559,19.9,25.2,2.1,19.7,11.2,19.14,332.1,11.1,18.6,0.6,5.7,487,6.3,9.1,6.2,14.2,476,0.466,1.31,0.502,4.3,5.5,333,0.787,1.9,5,145,0.38,370,4.8,6.9,1.73,84,1.09,1.57,0.4,0,0,0,0,12,3
Manu Ginobili,0,23.2,0.56,26.5,24,2.6,13.4,8.3,19.05,177.7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Lopez,0,26,0.573,6.5,18.3,12.4,13.4,12.9,18.98,267.2,8.9,0,2.8,2.9,462,5.6,10.4,4.7,8.8,384,0.534,1.29,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1.56,2.88,0.77,9,0
Tyson Chandler,0,32.8,0.671,9.4,11.8,14.1,24.3,19,18.88,267.4,8.9,0,0,0,0,0,0,0,0,0,0,0,0,2.7,3.9,179,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Kemba Walker,0,34.9,0.517,22.7,24.8,2.3,9.2,5.7,18.86,335.5,11.2,17.7,0,0,0,0,0,6.4,15.2,526,0.459,1.17,0.466,3.6,4.5,296,0.798,1.3,4,107,0.322,471,5.7,7.9,2.36,160,1.95,2.69,1.05,0,0,0,0,0,0
Jose Calderon,0,29.6,0.616,39.4,16.5,1.1,8.6,4.8,18.8,251.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4,130,0.461,518,7.1,11.5,4.11,0,0,0,0,0,0,0,0,11,2
Larry Sanders,0,27.3,0.523,9.9,15.6,12,25.8,18.6,18.77,236.1,7.9,0,3.2,6.3,672,9.5,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,2.83,4.98,0.86,26,1
Tiago Splitter,0,24.7,0.609,14.2,16.3,8.8,20.3,14.9,18.72,242,8.1,0,1.8,4.6,515,6.4,12.4,0,0,0,0,0,0,2.6,3.5,208,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Samuel Dalembert,0,16.3,0.565,6,17,14.2,24.9,19.4,18.6,91.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Faried,0,28.1,0.573,7.7,16.2,13.2,23.2,18.3,18.52,269.1,9,0,3.3,5.9,734,9.2,15.7,4.8,8.6,380,0.552,1.34,0.552,0,0,0,0,0,0,0,0,0,0,0,0,81,1.01,1.73,0.35,83,1.04,1.77,0.35,31,0
Mike Conley,0,34.5,0.549,28,21.3,1.8,7.9,4.8,18.38,303.8,10.1,0,0,0,0,0,0,5.2,11.8,414,0.477,1.24,0.497,2.9,3.5,234,0.83,1.3,4,106,0.361,487,6.1,8.5,2.58,174,2.18,3.03,1.02,0,0,0,0,0,0
