MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
0,34.6,0.615,4.5,24.4,9.7,18.9,14.5,22.69,473.9,15.8,23.1,2.8,6.1,732,8.9,12.4,8.6,15.4,704,0.559,1.5,0.557,5.9,7.7,487,0.771,0,0,0,0,0,0,0,0,0,0,0,0,83,1.01,1.4,0.3,31,0
0,28.7,0.584,23.4,25.2,3.8,11.6,7.7,22.54,386.5,12.9,16.5,0,0,0,0,0,5.3,12,398,0.481,1.37,0.514,4.1,4.7,309,0.87,1.8,5,132,0.377,370,4.9,8.3,2.4,103,1.37,2.3,0.67,0,0,0,0,0,0
0,38.2,0.548,10.1,30.5,6.7,13.1,9.9,22.29,463.6,15.5,28.2,0,0,0,0,0,10,21.8,688,0.478,1.29,0.478,7.4,8.9,508,0.83,0,0,0,0,222,3.2,4,1.06,0,0,0,0,0,0,0,0,10,0
0,37.3,0.584,15.6,22.2,8.4,27.6,17.9,22.28,526.4,17.5,20.2,2.8,8.9,949,11.7,15.1,8.5,15.5,686,0.549,1.3,0.545,3.3,4.1,268,0.812,0,0,0,0,295,3.6,4.7,1.56,85,1.05,1.35,0.33,0,0,0,0,53,1
3rd,38.8,0.545,15.2,30.5,3.1,12.2,7.7,21.95,484.3,16.1,27,1.1,4.3,391,5.4,6.6,9.8,21.5,716,0.487,1.26,0.488,6,7.4,439,0.811,1.4,4,99,0.329,365,5,6.2,1.57,113,1.55,1.91,0.6,0,0,0,0,7,0
0,32.8,0.615,39.3,24.5,1.5,9.4,5.7,21.67,423.5,14.1,16.5,0,0,0,0,0,6.2,12.2,499,0.54,1.35,0.57,0,0,0,0,1.5,4,124,0.426,892,11,16.1,3.02,0,0,0,0,0,0,0,0,49,0
0,34.3,0.599,14.3,23.1,8.2,29.9,19.4,21.42,395.6,13.2,19.5,2.3,8.9,874,11.2,15.7,7.9,14.1,617,0.562,1.38,0.562,3.7,4.9,285,0.742,0,0,0,0,247,3.2,4.4,1.17,84,1.08,1.51,0.31,0,0,0,0,55,0
0,37.2,0.568,18.3,25.5,3.7,10.9,7.3,21.36,392.2,13.1,0,0,0,0,0,0,7.6,16,491,0.512,1.35,0.508,5.3,6.8,343,0.78,0,0,0,0,305,4.7,6.1,2.36,0,0,0,0,0,0,0,0,0,0
0,37.7,0.546,8,22.9,12.6,23.8,18.2,21.21,442.1,14.7,20.8,4.1,7.7,950,11.7,14.9,8,16.5,652,0.496,1.26,0.494,4.5,5.7,362,0.778,0,0,0,0,0,0,0,0,80,0.99,1.26,0.35,0,0,0,0,57,0
0,35.4,0.536,19.8,21.4,9,19.8,14.3,21.04,408.8,13.6,15.7,2.8,6,705,8.7,11.8,6.2,12.3,504,0.508,1.27,0.505,3.2,5.2,261,0.618,0,0,0,0,342,4.2,5.7,1.73,130,1.6,2.17,0.54,173,2.14,2.89,0.72,27,1
0,32.3,0.54,10,21.6,10.1,26.4,17.9,20.81,339.5,11.3,0,0,0,0,0,0,6.9,13.2,473,0.521,1.2,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,2.54,3.77,0.79,37,0
0,28.6,0.549,13.3,21,14.5,28.6,21.5,20.72,235.9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
0,36.9,0.574,34.9,24.8,2.2,10.4,6.4,20.62,402.5,13.4,18.7,0,0,0,0,0,6.5,13.9,494,0.501,1.35,0.515,4.4,5.5,335,0.801,1.3,3,96,0.371,798,10.5,13.7,3.17,96,1.26,1.64,0.46,0,0,0,0,44,0
0,29.7,0.615,11.7,24.1,4.9,15.2,10,20.4,307.4,10.2,19.8,1.3,4,373,5.3,8.6,6.5,12.7,457,0.531,1.57,0.523,6.6,7.9,460,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30.4,0.608,6.9,19,10.1,20.4,15.3,20.26,285,9.5,0,0,0,0,0,0,6,10.6,392,0.571,1.42,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,34.1,0.601,23.1,23.6,1.2,9.3,5.3,20.25,343.8,11.5,19.5,0,0,0,0,0,5.5,13.2,402,0.441,1.48,0.499,6.4,7,466,0.91,2.2,6,157,0.386,409,5.6,7.9,2.31,82,1.12,1.58,0.54,0,0,0,0,0,0
0,36.9,0.57,10.7,21.7,9.9,17.5,13.5,20.11,429.7,14.3,18.8,3.3,5.4,709,8.6,11.2,6.9,13.8,563,0.5,1.37,0.499,5.1,6.2,416,0.817,0,0,0,0,0,0,0,0,0,0,0,0,139,1.7,2.2,0.55,33,0
0,36.7,0.564,10.3,25.9,3.2,13.3,8.2,19.85,317.9,10.6,24.1,0,0,0,0,0,7.9,18.4,488,0.471,1.31,0.498,5.9,6.9,363,0.848,2.5,7,158,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,0.578,5.9,19.1,14.2,22.9,18.6,19.64,132.7,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29.9,0.569,16,20.3,4.8,24.8,15.1,19.51,246.2,8.2,0,0,0,0,0,0,5.8,11.2,402,0.523,1.28,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,35.1,0.594,14.8,16.6,9.6,23.3,16.4,19.43,375.1,12.5,14.2,2.9,7,799,9.9,13.5,5.8,10.5,467,0.551,1.36,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1.12,1.54,0.4,39,0
0,38,0.538,18.3,25.3,3,11.4,7.1,19.33,380.1,12.7,21.3,0,0,0,0,0,8.4,18.2,635,0.488,1.17,0.505,0,0,0,0,1.7,5,129,0.369,369,4.9,6.1,2.54,82,1.08,1.36,0.57,0,0,0,0,0,0
0,35.8,0.617,14.8,16.1,9.8,20.5,15.1,19.3,320.6,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1.58,2.12,0.43,28,0
0,36.6,0.54,38.4,21.1,4.3,10.5,7.5,19.18,361.9,12.1,13.7,0,0,0,0,0,5.7,11.2,459,0.536,1.23,0.517,0,0,0,0,0,0,0,0,794,9.8,12.9,3.23,189,2.33,3.06,0.95,0,0,0,0,40,2
0,32.4,0.524,9,22.3,8,24.2,16,19.03,310,10.3,17.1,2.4,6.9,703,9.3,13.7,7.4,14.8,560,0.5,1.16,0.498,0,0,0,0,0,0,0,0,0,0,0,0,63,0.83,1.23,0.31,98,1.29,1.91,0.48,35,0
0,30.9,0.6,5,21.6,8.5,13.3,10.9,19.02,277,9.2,16.8,2.4,3.5,468,5.9,9.1,6.2,11.6,499,0.537,1.44,0.537,4.3,5.3,344,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,36.4,0.56,13.4,22.2,6.4,17.9,12,18.99,329.6,11,19,2,5.4,605,7.5,9.8,7.6,15.1,619,0.51,1.26,0.508,3.7,4.2,296,0.865,0,0,0,0,0,0,0,0,76,0.94,1.24,0.33,0,0,0,0,21,0
0,33.6,0.631,16.5,15.5,7,19.1,13.1,18.95,343.1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36.5,0.511,21.8,31.2,1.7,11.6,6.6,18.76,135.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,7.2,9.4,1.97,0,0,0,0,0,0,0,0,0,0
0,22.7,0.521,9.1,21.4,10.7,21.4,16,18.71,80.6,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36.8,0.532,21.2,26.3,2.6,8.7,5.7,18.69,329.3,11,20.8,0,0,0,0,0,8.6,17.6,672,0.5,1.18,0.495,3.3,4.3,259,0.766,0,0,0,0,469,6,7.8,2.16,0,0,0,0,0,0,0,0,0,0
0,12.5,0.617,16.4,23,2,10.7,6.4,18.59,81.4,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31.1,0.573,14.7,24.4,1.6,8,4.8,18.5,282.8,9.4,18,0,0,0,0,0,6.3,14,496,0.491,1.29,0.523,3.4,4,270,0.857,2.1,5,163,0.382,238,3,4.6,1.74,0,0,0,0,0,0,0,0,0,0
0,41,0.586,10.6,18.6,5.9,23.2,14.7,18.39,367.4,12.2,18.2,2,8.1,762,10,11.7,6,12.4,456,0.503,1.47,0.511,5.6,7.2,422,0.776,0,0,0,0,0,0,0,0,117,1.54,1.8,0.6,83,1.09,1.28,0.43,33,0
0,37.5,0.535,10.2,21.1,8.1,18.6,13.3,18.3,296.7,9.9,17.9,2.5,5.6,627,8,10.3,7.4,15,579,0.498,1.19,0.497,0,0,0,0,0,0,0,0,0,0,0,0,67,0.86,1.1,0.29,0,0,0,0,24,0
0,37.2,0.529,20.7,25.4,2.8,13.6,8.1,18.28,291,9.7,20.1,0.9,4.4,380,5.3,6.8,7.4,16.2,533,0.485,1.24,0.473,4.8,6.5,348,0.748,0,0,0,0,414,5.8,7.4,1.92,109,1.51,1.95,0.53,0,0,0,0,13,1
0,29.9,0.576,23.2,20.7,1.5,10.1,5.8,18.25,206.8,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,4.2,6.7,2.53,0,0,0,0,0,0,0,0,0,0
0,29,0.588,19.2,16.9,5.5,12.9,9.3,18.25,194.3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0.613,15.1,21.8,2,13.4,7.9,18.24,278.5,9.3,18.3,0,0,0,0,0,5.8,12.2,409,0.497,1.49,0.535,5.2,6.1,369,0.852,1.5,4,109,0.414,218,3.1,4.3,1.31,84,1.18,1.67,0.43,0,0,0,0,0,0
0,30.5,0.53,26.2,23.6,4,9.2,6.6,18.18,268,8.9,14,0,0,0,0,0,4.9,11.1,404,0.469,1.26,0.454,3.9,4.8,322,0.821,0,0,0,0,445,5.4,8.5,2.57,93,1.13,1.79,0.55,0,0,0,0,9,0
