MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
0,38.9,0.55,19,24.4,4,13.4,8.9,18.93,372.4,12.4,21.3,1.5,4.5,453,6,7.3,7.7,16.9,587,0.482,1.26,0.494,4.6,5.6,350,0.816,1.3,4,98,0.359,389,5.1,6.3,2.15,93,1.22,1.51,0.39,0,0,0,0,9,0
0,37.9,0.58,16.6,20.5,4,9.8,7,18.92,386.1,12.9,20.2,1.6,3.3,404,5,6.3,8,15.1,652,0.545,1.33,0.536,4,5.1,320,0.767,0,0,0,0,315,3.9,4.9,1.82,124,1.53,1.94,0.64,0,0,0,0,0,0
0,30.4,0.522,8.5,21.3,13,22.1,17.5,18.65,266.9,8.9,14.1,3.6,5.7,682,9.3,14.7,5.7,12,417,0.475,1.17,0.474,2.7,3.3,195,0.802,0,0,0,0,0,0,0,0,0,0,0,0,120,1.64,2.59,0.49,29,0
0,37,0.487,19.2,29.3,2,13.5,7.8,18.6,295.1,9.8,21.6,0,0,0,0,0,8.3,19.8,548,0.457,1.09,0.452,3.7,5.4,245,0.684,1.3,4,86,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38.4,0.554,12.7,23.9,3,13.2,8,18.6,380.7,12.7,21.8,1,4.4,441,5.4,6.7,7.9,17.9,648,0.466,1.22,0.524,3,4,249,0.752,3,7,243,0.406,258,3.1,3.9,1.55,116,1.41,1.77,0.48,0,0,0,0,0,0
0,36.8,0.537,27.2,22.9,4,9.1,6.4,18.57,340.6,11.4,17,0,0,0,0,0,6.9,14.1,569,0.504,1.21,0.494,3.1,4.1,257,0.772,0,0,0,0,565,6.9,9,2.74,105,1.28,1.67,0.58,0,0,0,0,14,0
0,36.3,0.534,9.7,23.6,5,16.7,11.2,18.53,330.2,11,19.9,1.6,5.4,532,7,9.3,7.5,16.4,567,0.482,1.21,0.482,4.1,5.1,312,0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,32.5,0.513,9.3,25.4,9,27.5,18,18.37,229.9,7.7,0,0,0,0,0,0,7,15.3,486,0.474,1.15,0.47,3.2,4.2,223,0.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
0,34.9,0.523,7.9,23,10,15.8,12.8,18.32,269.7,9,17.8,2.9,4.7,578,7.6,10.5,7.4,15.3,561,0.486,1.16,0.484,3,3.9,227,0.762,0,0,0,0,0,0,0,0,0,0,0,0,94,1.24,1.7,0.39,19,0
0,27.5,0.612,14.1,16.4,6,7,6.4,18.3,242.9,8.1,12,0,0,0,0,0,0,0,0,0,0,0,2.6,3.4,195,0.759,0,0,0,0,0,0,0,0,129,1.7,2.97,1.17,0,0,0,0,0,0
