PLAYER,MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
Ryan Anderson,0,32.2,0.589,5.7,19,13,14.7,13.8,21.23,285.1,9.5,16.1,3.7,4,471,7.7,11.5,5.4,12.4,332,0.496,1.29,0.548,2.5,2.8,150,0.877,2.7,7,166,0.393,0,0,0,0,50,0.82,1.22,0.34,0,0,0,0,14,0
Marcin Gortat,0,32,0.578,5.7,18.5,10,25,17.6,21.21,334.8,11.2,15.4,2.8,7.2,659,10,15,6.5,11.7,427,0.557,1.32,0.555,2.5,3.8,163,0.649,0,0,0,0,0,0,0,0,0,0,0,0,99,1.5,2.25,0.7,31,0
Carmelo Anthony,0,34.1,0.525,13.1,29.2,5.4,15.9,10.6,21.15,298.3,9.9,22.6,0,0,0,0,0,8,18.6,441,0.454,1.21,0.463,5.4,6.7,295,0.804,1.2,4,68,0.335,0,0,0,0,0,0,0,0,0,0,0,0,8,1
Josh Smith,0,35.3,0.499,15.4,26,6.9,24.8,15.9,21.14,335.1,11.2,18.8,2.1,7.5,632,9.6,13,7.6,16.7,504,0.48,1.13,0.47,3.1,4.9,203,0.63,0,0,0,0,257,3.9,5.3,1.57,93,1.41,1.92,0.54,115,1.74,2.37,0.67,28,0
James Harden,0,31.4,0.66,19.8,20.2,1.9,12.2,7.4,21.13,300,10,16.8,0,0,0,0,0,5,10.1,309,0.579,1.66,0.582,5,6,312,0.846,1.8,5,114,0.39,229,3.7,5.6,1.67,62,1,1.53,0.41,0,0,0,0,0,0
Ersan Ilyasova,0,27.6,0.577,8.6,18.3,12.7,22.8,17.6,20.55,223.6,7.5,13,3.3,5.6,529,8.8,15.3,4.9,10,294,0.501,1.31,0.535,2.4,3.1,143,0.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Pau Gasol,0,37.4,0.547,16.9,20.8,8.8,21.8,15.6,20.51,326.8,10.9,17.4,2.8,7.6,678,10.4,13.4,7.1,14.1,459,0.508,1.23,0.504,3.1,4,204,0.782,0,0,0,0,238,3.7,4.7,1.68,0,0,0,0,88,1.35,1.74,0.69,42,1
Tiago Splitter,0,19,0.649,11.3,18.7,9.7,21.4,15.7,20.51,165.8,5.5,0,1.6,3.6,306,5.2,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Garnett,0,31.1,0.55,15.3,22.3,4.4,25.8,15.6,20.47,249.4,8.3,15.8,1.1,7.1,494,8.2,12.7,6.5,13,391,0.505,1.22,0.505,2.7,3.2,162,0.857,0,0,0,0,175,2.9,4.5,1.64,56,0.93,1.44,0.4,61,1.02,1.57,0.43,21,0
Deron Williams,0,36.3,0.527,26.8,29.8,1.3,9.6,5.3,20.34,278.7,9.3,21,0,0,0,0,0,7.1,17.5,391,0.446,1.2,0.467,4.7,5.5,257,0.843,2.1,6,115,0.336,481,8.7,11.5,2.2,0,0,0,0,0,0,0,0,22,0
Steve Nash,0,31.6,0.625,44,21.5,1.5,9.1,5.3,20.29,271.9,9.1,12.5,0,0,0,0,0,4.8,9,295,0.58,1.39,0.581,0,0,0,0,0,0,0,0,664,10.7,16.3,2.9,0,0,0,0,0,0,0,0,28,0
Lou Williams,0,26.3,0.525,18.4,25.6,2,8.3,5.1,20.22,231.4,7.7,14.9,0,0,0,0,0,5,12.2,318,0.425,1.22,0.46,3.7,4.6,237,0.812,1.3,4,83,0.362,221,3.5,6.3,3.11,53,0.83,1.51,0.59,0,0,0,0,0,0
Jeremy Lin,0,26.9,0.552,26.8,27.6,2.2,11.1,6.6,19.97,125.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,4.2,5.2,146,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
JaVale McGee,0,25.2,0.552,4.2,18.5,12.1,23.3,17.7,19.9,213.1,7.1,11.3,2.7,5.1,477,7.8,14.9,5,9,307,0.556,1.25,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,2.16,4.13,0.8,15,0
David Lee,0,37.2,0.549,11.9,23.3,9.2,19.9,14.6,19.81,263.2,8.8,20.1,3,6.6,545,9.6,12.3,8.1,16.2,464,0.506,1.24,0.503,3.8,4.9,219,0.782,0,0,0,0,162,2.8,3.7,1.09,54,0.95,1.22,0.3,0,0,0,0,27,1
Carlos Boozer,0,29.5,0.549,10.9,22.2,6.7,25.3,16.1,19.79,241,8,15,1.7,6.8,564,8.5,13.9,6.8,12.8,448,0.533,1.18,0.532,0,0,0,0,0,0,0,0,0,0,0,0,63,0.95,1.55,0.38,0,0,0,0,18,0
Paul Pierce,0,34,0.567,18.4,25.5,2.2,15.2,9,19.69,284.6,9.5,19.4,0.6,4.6,317,5.2,7.3,6.5,14.6,394,0.476,1.33,0.499,4.8,5.6,293,0.852,1.6,4,100,0.366,274,4.5,6.3,1.58,70,1.15,1.62,0.48,0,0,0,0,6,0
Joakim Noah,0,30.4,0.561,19.2,15.3,14.1,21.8,18,19.59,261,8.7,0,3.8,6,629,9.8,15.5,0,0,0,0,0,0,2.4,3.2,154,0.748,0,0,0,0,160,2.5,3.9,1.74,0,0,0,0,92,1.44,2.27,0.57,24,1
Ty Lawson,0,34.8,0.579,28.4,20.9,3.1,9.2,6.2,19.43,267.1,8.9,16.4,0,0,0,0,0,6.1,12.6,374,0.531,1.3,0.535,2.9,3.5,178,0.824,1.2,3,73,0.365,401,6.6,9.1,2.69,82,1.34,1.85,0.87,0,0,0,0,11,0
Roy Hibbert,0,29.8,0.539,10.7,19.4,12.5,20.7,16.6,19.35,253,8.4,12.8,3.3,5.5,572,8.8,14.2,5.1,10.3,332,0.498,1.25,0.497,2.6,3.7,170,0.711,0,0,0,0,0,0,0,0,0,0,0,0,128,1.97,3.17,0.66,21,0
Serge Ibaka,0,27.2,0.556,4.3,13.8,13.2,18.2,15.9,18.98,200.1,6.7,0,2.9,4.6,498,7.5,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,3.65,6.46,1.35,12,1
Chris Andersen,0,15.2,0.583,3.6,13,11.9,23.3,17.8,18.97,60.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Bosh,0,35.2,0.551,9,21.6,5.8,20.5,13.5,18.94,222.8,7.4,18,1.6,6.3,452,7.9,10.8,6.9,14.2,393,0.496,1.27,0.493,4,4.9,229,0.821,0,0,0,0,0,0,0,0,51,0.89,1.22,0.4,0,0,0,0,11,0
Thaddeus Young,0,27.9,0.538,8.4,19.3,8.6,12,10.3,18.93,213.1,7.1,12.8,2.2,3,325,5.2,8.9,5.5,10.9,348,0.508,1.18,0.507,0,0,0,0,0,0,0,0,0,0,0,0,64,1.02,1.75,0.5,0,0,0,0,0,0
Anderson Varejao,0,31.4,0.542,12.7,15.7,15.2,26.8,20.8,18.93,87.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
