PLAYER,MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
Paul Pierce,0,39,0.582,15.2,28.2,3,17.5,10.5,23.71,608.1,20.3,26.8,1,5.7,530,6.7,8.2,8.7,18.5,689,0.503,1.45,0.509,7.9,10.3,627,0.772,1.4,4,111,0.354,375,4.7,5.8,1.37,107,1.35,1.67,0.48,0,0,0,0,17,1
Shawn Marion,0,40.3,0.591,8.1,19.4,9,23.6,16.3,23.66,640.8,21.4,21.8,3.1,8.8,959,11.8,14.1,8.8,16.9,716,0.577,1.3,0.56,3,3.7,241,0.809,1.2,4,96,0.331,0,0,0,0,160,1.98,2.35,0.72,137,1.69,2.02,0.61,60,0
Chauncey Billups,5th,36.1,0.602,33.1,23.4,2,8.7,5.1,23.43,542.8,18.1,18.5,0,0,0,0,0,5.2,12.5,423,0.407,1.48,0.509,5.7,6.4,465,0.894,2.3,5,184,0.433,699,8.6,11.5,4.11,71,0.88,1.17,0.44,0,0,0,0,27,0
Steve Nash,1st,35.4,0.632,36.2,23.4,2,11.1,6.6,23.29,513,17.1,18.8,0,0,0,0,0,6.8,13.4,541,0.548,1.41,0.583,3.3,3.5,257,0.921,1.9,4,150,0.439,826,10.5,14.2,2.99,0,0,0,0,0,0,0,0,43,1
Chris Bosh,0,39.3,0.585,10.8,22.6,9,20.6,14.4,23.23,481.8,16.1,22.5,2.9,6.3,647,9.2,11.3,7.8,15.5,549,0.511,1.45,0.505,6.8,8.3,474,0.816,0,0,0,0,0,0,0,0,0,0,0,0,79,1.13,1.38,0.38,32,0
Tim Duncan,0,34.8,0.523,13.5,25.1,10,26.9,18.7,23.13,520.7,17.4,18.6,2.9,8.1,881,11,15.2,7.2,14.8,574,0.485,1.25,0.485,4.2,6.7,335,0.629,0,0,0,0,0,0,0,0,70,0.88,1.21,0.32,162,2.03,2.79,0.74,52,0
Pau Gasol,0,39.2,0.555,17.9,24.5,7,20,13.8,22.76,526.8,17.6,20.4,2.4,6.5,713,8.9,10.9,7.5,14.9,600,0.505,1.36,0.504,5.3,7.7,425,0.689,0,0,0,0,371,4.6,5.7,1.58,0,0,0,0,153,1.91,2.34,0.83,33,1
Manu Ginobili,0,27.9,0.593,19.9,23.2,3,11.9,7.5,22.43,322.7,10.8,0,0,0,0,0,0,0,0,0,0,0,0,4.3,5.5,280,0.778,1.3,3,83,0.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Allen,0,38.7,0.59,13.4,25.3,3,10.6,6.6,22.28,531.2,17.7,25.1,0,0,0,0,0,8.7,19.2,681,0.486,1.3,0.544,4.2,4.6,324,0.903,3.4,8,269,0.412,0,0,0,0,105,1.35,1.67,0.7,0,0,0,0,0,0
Chris Paul,0,36,0.546,31.4,22.3,3,14.8,8.5,22.14,466.9,15.6,0,0.8,4.3,400,5.1,6.8,5.2,12.1,407,0.464,1.33,0.456,5.1,6,394,0.847,0,0,0,0,611,7.8,10.4,3.34,175,2.24,2.99,0.8,0,0,0,0,21,2
Carmelo Anthony,0,36.8,0.563,9.3,28.5,5,10.7,7.8,22.1,509.2,17,26.5,1.5,3.4,394,4.9,6.4,9.5,19.7,756,0.506,1.35,0.493,7.2,8.9,573,0.808,0,0,0,0,0,0,0,0,88,1.1,1.44,0.38,0,0,0,0,0,0
Tracy McGrady,0,37.1,0.494,14.9,32,3,17.2,10.3,22.03,300.2,10,0,0,0,0,0,0,8.7,21.5,410,0.434,1.13,0.442,5.4,7.2,254,0.747,1.6,5,73,0.312,225,4.8,6.2,1.88,0,0,0,0,0,0,0,0,0,0
Zydrunas Ilgauskas,0,29.3,0.576,7,22,13,18.1,15.3,21.98,387.6,12.9,0,3.1,4.4,591,7.6,12.4,5.8,11.4,450,0.509,1.37,0.506,4.1,4.9,317,0.834,0,0,0,0,0,0,0,0,0,0,0,0,136,1.74,2.86,0.49,18,0
Vince Carter,0,36.8,0.536,14.5,29.3,5,13.4,9.3,21.68,484.7,16.2,24.2,1.7,4.1,462,5.8,7.6,8.3,19.2,653,0.459,1.26,0.471,6.1,7.6,480,0.799,1.6,5,125,0.341,0,0,0,0,94,1.19,1.55,0.4,0,0,0,0,8,1
Carlos Boozer,0,31.1,0.585,14.3,22.4,9,25.3,16.8,21.48,152.7,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Michael Redd,0,39.1,0.574,10.6,25.6,3,10.2,6.5,21.34,506.4,16.9,25.4,0,0,0,0,0,8.5,19,682,0.471,1.34,0.504,6.3,7.1,501,0.877,2,5,163,0.395,0,0,0,0,95,1.19,1.46,0.61,0,0,0,0,0,0
Gerald Wallace,0,34.5,0.578,10.5,17.5,7,18.9,12.6,21.32,305.9,10.2,0,0,0,0,0,0,0,0,0,0,0,0,3.4,5.6,188,0.614,0,0,0,0,0,0,0,0,138,2.51,3.5,0.92,115,2.09,2.91,0.77,10,0
Tony Parker,0,33.9,0.584,23,25.6,2,9.5,5.7,20.89,400.6,13.4,18.9,0,0,0,0,0,7.8,14.2,623,0.556,1.33,0.553,3.2,4.5,253,0.707,0,0,0,0,460,5.8,8.1,1.85,83,1.04,1.47,0.52,0,0,0,0,8,0
Andrei Kirilenko,0,37.7,0.556,20.6,19.8,7,18.4,12.8,20.71,397,13.2,0,0,0,0,0,0,0,0,0,0,0,0,5,7.2,346,0.699,0,0,0,0,0,0,0,0,0,0,0,0,220,3.19,4.06,1.36,22,2
Jermaine O'Neal,0,35.3,0.53,10.6,26.1,7,23.2,15.2,20.5,266.3,8.9,0,0,0,0,0,0,7.5,15.8,380,0.474,1.27,0.474,5.1,7.2,261,0.709,0,0,0,0,0,0,0,0,0,0,0,0,117,2.29,3.12,0.66,19,0
Rashard Lewis,0,36.9,0.585,10.9,21.1,5,11.9,8.2,20.04,366.7,12.2,20.1,1.4,3.6,390,5,6.5,6.9,14.8,538,0.507,1.36,0.529,4.5,5.5,350,0.818,1.8,5,142,0.384,0,0,0,0,102,1.31,1.7,0.53,0,0,0,0,0,0
Marcus Camby,0,33.2,0.499,12.4,17.6,8,33.4,21,20,235.5,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,3.29,4.76,1.16,30,0
Mike James,0,37,0.583,22.5,23.7,2,9.5,5.5,19.88,387.5,12.9,20.3,0,0,0,0,0,7.3,15.5,576,0.481,1.31,0.538,3.6,4.3,283,0.837,2.1,5,169,0.442,460,5.8,7.5,2.23,72,0.91,1.18,0.34,0,0,0,0,11,0
David West,0,34.1,0.554,6.9,20.6,8,18.4,12.9,19.74,310.5,10.3,17.1,2.3,5.1,548,7.4,10.4,7.2,14,530,0.514,1.22,0.513,2.7,3.2,199,0.843,0,0,0,0,0,0,0,0,0,0,0,0,64,0.86,1.22,0.3,17,0
Jameer Nelson,0,28.8,0.567,24.2,24.1,3,9.5,6.2,19.55,227.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3,70,0.424,302,4.9,8.1,2.04,0,0,0,0,0,0,0,0,0,0
Alonzo Mourning,0,20,0.615,2.2,15.1,12,20.3,16.2,19.45,172,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2.66,6.38,0.98,9,0
Dwight Howard,0,36.8,0.565,8.4,19,12,29.2,20.9,19.37,395.6,13.2,0,3.5,9,1022,12.5,16.2,5.7,10.7,468,0.532,1.47,0.531,4.3,7.3,356,0.595,0,0,0,0,0,0,0,0,0,0,0,0,115,1.4,1.83,0.42,60,0
Josh Howard,0,32.5,0.536,10.6,21,8,15.3,11.6,19.37,253.5,8.5,0,0,0,0,0,0,5.9,12.6,350,0.475,1.24,0.489,3.3,4.5,196,0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Jason Richardson,0,38.4,0.538,11.5,25.1,4,13.2,8.5,19.28,377.2,12.6,23.2,1.4,4.4,438,5.8,7.3,8.5,19.2,641,0.477,1.21,0.509,3.7,5.5,276,0.673,2.4,6,183,0.384,0,0,0,0,97,1.29,1.62,0.47,0,0,0,0,0,0
Jason Kidd,0,37.2,0.526,35.8,19.4,3,19.7,11.4,19.2,364.1,12.1,0,1.1,6.2,580,7.3,9.4,4.6,11.3,366,0.445,1.18,0.481,0,0,0,0,1.7,5,139,0.352,672,8.4,10.8,3.5,150,1.88,2.42,0.96,0,0,0,0,28,8
Mehmet Okur,0,35.9,0.554,11.5,21.8,9,22.2,15.4,19.08,372.7,12.4,18,2.6,6.5,746,9.1,12.2,6.3,13.8,519,0.491,1.3,0.496,4.3,5.5,354,0.78,1,3,80,0.342,0,0,0,0,0,0,0,0,73,0.89,1.19,0.26,35,0
Grant Hill,0,29.2,0.552,12.9,22.7,3,12.8,8.1,19.06,78.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Jefferson,0,39.2,0.603,17.2,20.3,4,17.1,10.2,19.02,389,13,19.5,1.2,5.6,534,6.8,8.4,6.3,12.9,495,0.532,1.51,0.522,6,7.4,471,0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Corey Maggette,0,29.5,0.584,10.4,24.6,4,16.6,10.4,18.89,118.1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,6.6,8,212,0.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Cassell,0,34,0.534,25.5,23.8,2,10.4,6.3,18.56,299.2,10,17.2,0,0,0,0,0,6.3,14.3,493,0.459,1.21,0.475,3.7,4.3,289,0.863,0,0,0,0,491,6.3,8.9,2.81,74,0.95,1.34,0.33,0,0,0,0,12,0
Jason Terry,0,35,0.575,18.7,21,1,5.4,3.4,18.49,333.5,11.1,17.1,0,0,0,0,0,6.5,13.7,516,0.505,1.25,0.547,0,0,0,0,2.1,5,171,0.411,0,0,0,0,100,1.25,1.72,0.51,0,0,0,0,0,0
Chris Webber,0,38.6,0.482,12.7,24.9,7,22.6,15,18.47,339.7,11.3,20.2,2.5,7.4,741,9.9,12.3,8.2,19,617,0.443,1.07,0.441,3.5,4.6,263,0.756,0,0,0,0,0,0,0,0,103,1.37,1.71,0.47,0,0,0,0,38,0
Baron Davis,0,36.5,0.489,29.5,25.7,2,11.1,6.7,18.38,217.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,3.6,5.4,195,0.675,1.9,6,102,0.315,480,8.9,11.7,3.02,0,0,0,0,0,0,0,0,22,1
Richard Hamilton,0,35.3,0.553,14.4,25.4,3,7.3,5.4,18.25,326.9,10.9,20.1,0,0,0,0,0,8.1,16.5,649,0.494,1.22,0.512,3.2,3.8,256,0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channing Frye,0,24.2,0.541,6,21.7,11,18.4,14.5,18.12,176.4,5.9,0,0,0,0,0,0,0,0,0,0,0,0,2.9,3.5,189,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
