PLAYER,MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
Kevin Garnett,0,31.3,0.575,14.2,20.1,4.9,28.7,17.5,20.67,303.7,10.1,14.9,1.2,7.7,631,8.9,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1.34,2.05,0.64,0,0,0,0,28,0
David West,0,35,0.558,11,23.4,7.6,18.7,13.1,20.51,329.5,11,18.9,2.2,5.3,529,7.6,10.4,7.5,14.9,528,0.51,1.27,0.509,3.8,4.7,264,0.807,0,0,0,0,0,0,0,0,67,0.96,1.31,0.33,62,0.89,1.21,0.31,16,0
Nene,0,30.5,0.657,13.4,17.1,7.5,20.8,14.4,20.49,338.2,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Parker,0,32.4,0.569,26.8,24.9,1.4,9.3,5.5,20.44,356.2,11.9,17.5,0,0,0,0,0,7.1,13.7,555,0.531,1.28,0.531,3,3.9,233,0.769,0,0,0,0,513,6.6,9.7,2.57,90,1.15,1.71,0.67,0,0,0,0,9,0
Al Jefferson,0,35.9,0.528,8.8,22,9.6,23.2,16.3,20.2,421.3,14,18.6,2.9,6.8,794,9.7,13,8,16.1,654,0.496,1.16,0.496,2.7,3.5,220,0.761,0,0,0,0,0,0,0,0,0,0,0,0,153,1.87,2.5,0.64,37,0
Paul Millsap,0,34.3,0.578,12.7,20.8,7.5,19.4,13.4,19.83,324,10.8,17.3,2.2,5.5,579,7.6,10.7,6.9,13,525,0.535,1.33,0.536,3.4,4.4,256,0.757,0,0,0,0,0,0,0,0,103,1.36,1.9,0.38,69,0.91,1.27,0.25,19,0
Paul Pierce,0,34.7,0.62,15.8,21.8,1.6,16.6,9.5,19.76,383.4,12.8,18.9,0.4,5,430,5.4,7.4,6.3,12.8,507,0.547,1.48,0.551,4.8,5.6,386,0.86,1.4,4,111,0.374,260,3.3,4.5,1.52,80,1,1.38,0.35,0,0,0,0,0,0
Lamar Odom,0,32.2,0.589,17.9,18.8,7.8,22.2,15.2,19.5,315,10.5,14.4,2.1,6.5,710,8.7,12.9,5.8,10.9,473,0.566,1.32,0.568,0,0,0,0,0,0,0,0,249,3,4.5,1.79,0,0,0,0,0,0,0,0,28,0
Stephen Curry,0,33.6,0.595,23.9,23.8,2.3,10.9,6.5,19.46,314.3,10.5,18.6,0,0,0,0,0,6.8,14.2,505,0.498,1.3,0.551,2.9,3.1,212,0.934,2,5,151,0.442,432,5.8,8.3,1.91,109,1.47,2.1,0.47,0,0,0,0,0,0
Chris Bosh,0,36.3,0.569,9.3,21,6.4,20,13.6,19.44,331.1,11,18.7,1.8,6.5,641,8.3,11,6.8,13.7,524,0.502,1.36,0.499,5,6.1,384,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Brook Lopez,0,35.2,0.549,7.1,24.7,7.8,12.3,10,19.33,376.3,12.5,20.4,2.4,3.5,488,6,8.1,7.9,16,644,0.492,1.28,0.492,4.7,6,385,0.787,0,0,0,0,0,0,0,0,0,0,0,0,120,1.46,1.99,0.5,9,0
Josh Smith,0,34.4,0.54,15.6,22.8,6.2,23.7,15,19.31,308.3,10.3,16.5,1.7,6.8,657,8.5,11.9,6.5,13.5,497,0.503,1.22,0.502,3,4.1,229,0.725,0,0,0,0,255,3.3,4.6,1.29,99,1.29,1.8,0.46,120,1.56,2.18,0.55,31,1
Ryan Anderson,0,22.3,0.591,7.7,18.3,10.8,18.1,14.5,19.09,161.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,5,134,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Andersen,0,16.3,0.636,8.3,12,12.2,22.1,17.3,19.03,92.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramon Sessions,0,26.3,0.559,26.9,23.8,2.4,11.6,6.9,19.01,255.1,8.5,13.3,0,0,0,0,0,0,0,0,0,0,0,4.3,5.2,348,0.823,0,0,0,0,419,5.2,9.4,2.35,0,0,0,0,0,0,0,0,0,0
Lou Williams,0,23.3,0.54,19.3,26.2,2.1,7.7,4.9,18.93,206.9,6.9,13.7,0,0,0,0,0,0,0,0,0,0,0,3.9,4.7,293,0.823,1.2,3,88,0.348,252,3.4,6.9,2.47,0,0,0,0,0,0,0,0,0,0
Carlos Boozer,0,31.9,0.542,11.6,24.9,8.3,26.3,17.6,18.9,208,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Joakim Noah,0,32.8,0.579,15.7,15.8,13.9,22.8,18.5,18.83,193.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Chauncey Billups,0,32.1,0.617,25.1,20.7,1.3,8.1,4.7,18.78,268.1,8.9,16.8,0,0,0,0,0,0,0,0,0,0,0,5.3,5.8,384,0.916,2,5,146,0.402,387,5.4,8,2.19,71,0.99,1.48,0.49,0,0,0,0,0,0
Monta Ellis,0,40.3,0.536,18,26.5,1.5,8.5,4.9,18.69,394.7,13.2,24.1,0,0,0,0,0,9.1,20.1,726,0.478,1.2,0.493,4.3,5.4,340,0.789,1.7,5,137,0.361,450,5.6,6.7,1.79,168,2.1,2.5,0.83,0,0,0,0,10,0
Elton Brand,0,34.7,0.553,9.1,17.8,9.7,18,13.9,18.57,296.4,9.9,15,2.9,5.4,676,8.3,11.6,6.2,12.1,502,0.512,1.24,0.512,2.6,3.4,213,0.78,0,0,0,0,0,0,0,0,92,1.14,1.57,0.38,106,1.31,1.81,0.43,24,0
Eric Gordon,0,37.7,0.566,16.3,25,2.5,6.6,4.5,18.56,254.2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,5.1,6.2,287,0.825,1.9,5,106,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thaddeus Young,0,26,0.566,7.4,19.8,8.3,15.2,11.7,18.46,244.2,8.1,12.7,1.9,3.4,434,5.3,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1.1,2.02,0.53,0,0,0,0,0,0
Rodney Stuckey,0,31.2,0.544,23.9,24,3.7,8.6,6.1,18.46,243,8.1,15.5,0,0,0,0,0,0,0,0,0,0,0,4.7,5.4,330,0.866,0,0,0,0,361,5.2,7.9,2.33,76,1.09,1.67,0.43,0,0,0,0,0,0
Tyson Chandler,0,27.8,0.697,4.9,12.5,12.2,26.6,19.7,18.45,241.1,8,0,2.8,6.6,692,9.4,16.1,0,0,0,0,0,0,2.9,4,216,0.732,0,0,0,0,0,0,0,0,0,0,0,0,80,1.08,1.86,0.33,18,0
Luis Scola,0,32.6,0.538,11.6,23.7,6.9,21.6,14.2,18.43,249.4,8.3,18.3,2,6.2,606,8.2,12.1,7.7,15.3,569,0.505,1.2,0.504,2.9,3.9,214,0.738,0,0,0,0,185,2.5,3.7,1.26,0,0,0,0,0,0,0,0,19,0
Tony Allen,0,20.8,0.562,13.6,18.6,5.5,9.9,7.7,18.4,176.2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1.79,4.14,0.8,0,0,0,0,0,0
