PLAYER,MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
Dwyane Wade,0,30.5,0.517,18,30.5,4.3,10.7,7.6,20.42,334.3,11.1,19,0,0,0,0,0,7.3,16,540,0.468,1.19,0.459,4.4,5.5,322,0.793,0,0,0,0,344,4.6,7.3,1.69,79,1.07,1.68,0.68,0,0,0,0,0,0
Carmelo Anthony,0,35.1,0.53,15.3,28.5,4.3,19.5,12,20.38,372.9,12.4,21.8,1.4,6.4,556,7.7,10.5,7.9,18.2,567,0.463,1.2,0.474,4.6,5.6,334,0.829,1.5,4,105,0.339,299,4.2,5.7,1.7,0,0,0,0,0,0,0,0,22,0
Chris Bosh,0,33.5,0.571,11.7,23.2,3.2,21.1,12.4,20.29,233.2,7.8,0,0,0,0,0,0,0,0,0,0,0,0,4,5.1,213,0.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Eric Bledsoe,0,34.2,0.557,21.9,27.2,1.8,11.2,6.4,20.1,143.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrie Irving,0,31.5,0.54,18.7,28.8,3,7.6,5.3,19.96,222.8,7.4,0,0,0,0,0,0,7.4,16.6,394,0.502,1.18,0.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Wall,0,36.2,0.51,30.3,29.1,1.7,13.8,7.6,19.83,367,12.2,19.9,0,0,0,0,0,7.4,17.5,572,0.448,1.13,0.467,3.5,4.5,272,0.791,1.5,4,115,0.351,789,10.2,13.6,2.48,145,1.88,2.5,0.91,0,0,0,0,49,4
Jrue Holiday,0,28.2,0.529,24.6,28.8,1.6,10.5,5.9,19.74,238.7,8,16.8,0,0,0,0,0,6.3,14.4,410,0.478,1.16,0.485,2.8,3.3,182,0.843,0,0,0,0,391,6,10.3,2.34,88,1.35,2.31,0.59,0,0,0,0,0,0
David Lee,0,16.4,0.568,16,22.3,12,24.6,18.2,19.64,109.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Jackson,0,30.7,0.535,23.3,29.6,2.5,9.1,5.7,19.62,312,10.4,18.8,0,0,0,0,0,6.8,15.7,540,0.464,1.2,0.482,3.7,4.3,291,0.863,1.5,4,118,0.353,492,6.2,9.7,2.21,0,0,0,0,0,0,0,0,9,0
Al Horford,0,32.1,0.565,17.8,19.5,6.3,18.2,12.4,19.46,347.8,11.6,0,1.8,5.5,596,7.3,10.9,6.5,12.8,529,0.557,1.19,0.547,0,0,0,0,0,0,0,0,263,3.2,4.8,2.46,0,0,0,0,121,1.48,2.21,0.74,17,0
Mike Conley,0,31.4,0.538,28,23.2,1.6,9.3,5.3,19.45,222,7.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,4.1,191,0.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draymond Green,0,34.7,0.587,32.8,19.5,5.5,23,14.7,19.31,327.4,10.9,0,1.7,7.8,769,9.5,13.1,5,10.1,401,0.537,1.38,0.551,2.8,4.1,229,0.696,1.2,3,100,0.388,598,7.4,10.2,2.31,119,1.47,2.03,0.5,113,1.4,1.93,0.47,33,13
Dirk Nowitzki,0,31.5,0.555,9.1,23.5,2.4,20.3,11.4,19.09,267.9,8.9,18.3,0.7,5.8,489,6.5,9.9,6.6,14.8,498,0.483,1.23,0.504,3.3,3.7,250,0.893,1.7,5,126,0.368,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Kevin Love,0,31.5,0.553,12.8,22.4,7,28.4,17.8,19.08,274.4,9.1,0,1.9,8,762,9.9,15.1,5.3,12.7,409,0.467,1.26,0.499,3.4,4.1,258,0.822,2.1,6,158,0.36,0,0,0,0,0,0,0,0,0,0,0,0,35,0
Marcin Gortat,0,30.1,0.592,9.8,17.5,10.8,26.3,18.4,19.04,284.3,9.5,0,3,6.9,741,9.9,15.8,5.8,10.2,433,0.567,1.32,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1.28,2.04,0.5,41,0
