PLAYER,MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
Manu Ginobili,0,26.8,0.594,19.2,25.2,2.5,17.3,10,22.93,219,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yao Ming,0,33.6,0.618,8.6,23.6,9.6,24.1,17.1,22.74,469.2,15.6,19.7,2.6,7.2,761,9.9,14.1,7.4,13.4,566,0.548,1.47,0.549,4.9,5.7,381,0.866,0,0,0,0,0,0,0,0,0,0,0,0,150,1.95,2.78,0.58,38,0
Shaquille O'Neal,0,30,0.623,9.2,21.7,10.1,22.3,16.4,22.33,394.3,13.1,17.8,2.5,5.9,633,8.4,13.5,6.8,11.2,512,0.61,1.59,0.609,4.1,6.9,309,0.595,0,0,0,0,0,0,0,0,0,0,0,0,108,1.44,2.3,0.43,30,0
Pau Gasol,0,37,0.617,16.9,19.3,10,19.3,14.7,22.31,497.3,16.6,18.9,3.2,6.4,780,9.6,12.5,7.3,12.9,592,0.567,1.46,0.567,4.2,5.4,343,0.781,0,0,0,0,284,3.5,4.5,1.81,0,0,0,0,81,1,1.3,0.47,37,1
Chris Bosh,0,38,0.569,10.1,24.1,8.7,22.1,15.5,22.19,467,15.6,22.7,2.8,7.2,771,10,12.6,8,16.4,615,0.497,1.38,0.492,6.5,8,504,0.817,0,0,0,0,191,2.5,3.1,1.1,67,0.87,1.1,0.35,77,1,1.26,0.41,43,0
Danny Granger,0,36.2,0.584,10,26.8,2.2,13.4,7.7,21.88,411.9,13.7,25.8,0,0,0,0,0,8.5,19.1,571,0.47,1.35,0.518,6,6.9,404,0.878,2.7,7,182,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Harris,0,36.1,0.563,23.9,27.4,1.4,9.7,5.5,21.65,396.3,13.2,21.3,0,0,0,0,0,6.6,15.1,455,0.477,1.41,0.469,7.2,8.8,496,0.82,0,0,0,0,476,6.9,9.2,2.25,0,0,0,0,0,0,0,0,16,0
Kevin Garnett,0,31.1,0.563,14,21.4,5.6,26.7,16.6,21.32,259.6,8.7,0,0,0,0,0,0,6.9,13,393,0.534,1.21,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
Deron Williams,0,36.8,0.573,34.4,25.5,1.1,8.1,4.6,21.13,378.6,12.6,0,0,0,0,0,0,6.8,14.5,463,0.518,1.34,0.506,4.8,5.6,326,0.849,0,0,0,0,725,10.7,13.9,3.18,0,0,0,0,0,0,0,0,44,0
Kevin Durant,0,39,0.577,10,26,3,16.4,9.6,20.85,445.8,14.9,25.3,1,5.5,482,6.5,8,8.9,18.8,661,0.486,1.35,0.51,6.1,7.1,452,0.863,1.3,3,97,0.422,205,2.8,3.4,0.91,96,1.3,1.6,0.72,0,0,0,0,15,0
Jameer Nelson,0,31.2,0.612,25.6,22.3,1.8,10.5,6.2,20.66,188.8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antawn Jamison,0,38.2,0.549,8,23.6,7.2,20.5,13.7,20.63,422,14.1,22.2,2.4,6.5,721,8.9,11.2,8.3,17.8,674,0.501,1.25,0.507,4.2,5.6,341,0.754,1.4,4,112,0.351,0,0,0,0,95,1.17,1.47,0.44,0,0,0,0,38,0
Amar'e Stoudemire,0,36.8,0.617,8.9,21.7,7.2,18.1,12.9,20.39,258.5,8.6,0,0,0,0,0,0,7.6,14.1,404,0.54,1.51,0.541,6.1,7.3,323,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Andrew Bynum,0,28.9,0.598,9.4,18.9,10.8,20.1,15.6,20.03,203.5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Zach Randolph,0,35.1,0.531,8.6,25.7,9.9,23.3,16.4,19.72,215.6,7.2,0,0,0,0,0,0,8.3,17.5,415,0.494,1.19,0.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Steve Nash,0,33.6,0.615,37.6,22,0.9,9.2,5.2,19.55,316.9,10.6,0,0,0,0,0,0,5.8,11.5,428,0.529,1.36,0.566,0,0,0,0,1.5,3,108,0.439,717,9.7,13.9,2.89,0,0,0,0,0,0,0,0,29,0
Leandro Barbosa,0,24.4,0.588,14.7,22.2,2.4,9.7,6.2,19.44,227.5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3,90,0.375,162,2.3,4.6,1.74,82,1.17,2.31,0.71,0,0,0,0,0,0
Vince Carter,0,36.8,0.545,18.2,25.2,3,13.8,8.3,19.35,389.1,13,20.8,0.9,4.2,410,5.1,6.7,7.4,16.8,588,0.459,1.24,0.493,4.2,5.1,335,0.817,1.9,5,151,0.385,376,4.7,6.1,2.27,82,1.03,1.34,0.35,0,0,0,0,8,1
Jason Terry,0,33.7,0.571,15.3,23.7,1.8,6.3,4.1,19.35,310.3,10.3,19.6,0,0,0,0,0,7.3,15.8,541,0.525,1.24,0.535,2.7,3,198,0.88,2.3,6,167,0.366,251,3.4,4.8,2.11,97,1.31,1.87,0.69,0,0,0,0,0,0
Kevin Martin,0,38.2,0.601,10.4,24.7,1.7,9.3,5.5,19.25,254.3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,9,10.3,457,0.867,2.3,5,115,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andris Biedrins,0,30,0.585,14.1,15.6,13,27.4,20.2,19.16,238,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
LaMarcus Aldridge,0,37.1,0.529,9.4,22,9.5,15.6,12.5,19.13,342.2,11.4,18.1,2.9,4.6,605,7.5,9.7,7.4,15.3,601,0.489,1.18,0.486,3.2,4.1,261,0.781,0,0,0,0,0,0,0,0,77,0.95,1.23,0.37,77,0.95,1.23,0.37,19,0
Carmelo Anthony,0,34.5,0.532,12.1,28.7,5.6,17,11.5,19.09,291.8,9.7,22.8,0,0,0,0,0,8.1,18.3,535,0.455,1.25,0.469,5.6,7.1,371,0.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
David Lee,0,34.9,0.59,12.3,17.6,9.6,27.9,18.4,19.07,318.9,10.6,0,3.2,8.6,951,11.7,16.2,6.4,11.7,522,0.551,1.36,0.549,3.1,4.1,249,0.755,0,0,0,0,0,0,0,0,80,0.99,1.36,0.31,0,0,0,0,65,0
David West,0,39.2,0.54,9.6,23.8,6.5,19.7,13.1,19,333.6,11.1,21,2.1,6.4,646,8.5,10.4,8,17,610,0.477,1.23,0.474,4.8,5.5,367,0.884,0,0,0,0,173,2.3,2.8,1.06,0,0,0,0,68,0.89,1.09,0.33,29,0
Nate Robinson,0,29.9,0.549,18.8,24.1,4.7,9.8,7.2,18.95,261.9,8.7,17.2,0,0,0,0,0,6.1,13.9,449,0.504,1.24,0.498,3.4,4,249,0.841,1.7,5,125,0.325,301,4.1,6.5,2.17,95,1.28,2.06,0.46,0,0,0,0,0,0
Rajon Rondo,0,33,0.543,37.8,20.1,4.8,13.9,9.6,18.9,311.4,10.4,0,1.3,4,416,5.2,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,8.2,12,3.15,149,1.86,2.71,0.77,0,0,0,0,15,2
Chauncey Billups,0,35.3,0.592,27.1,21.3,1.4,8.4,5,18.85,326.7,10.9,17.7,0,0,0,0,0,5.2,12.4,410,0.425,1.43,0.501,5.3,5.8,418,0.913,2.1,5,162,0.408,506,6.4,8.7,2.86,93,1.18,1.6,0.58,0,0,0,0,10,0
Caron Butler,0,38.6,0.552,16.5,24.5,5.2,13.8,9.4,18.84,321.6,10.7,0,0,0,0,0,0,7.3,16.2,491,0.487,1.28,0.482,5.1,6,345,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Nene,0,32.6,0.645,9.6,16.3,8.7,18.7,13.8,18.83,308.1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Calderon,0,34.3,0.613,41.5,18.1,0.8,8.9,4.9,18.8,271.7,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,8.9,12.5,4.24,0,0,0,0,0,0,0,0,22,0
Marcus Camby,0,31,0.556,16,14.7,9.4,32.7,20.7,18.79,235.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,2.13,3.29,1.02,25,0
Brandan Wright,0,17.6,0.57,6.4,17,9.8,15,12.4,18.77,84.9,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Miller,0,36.3,0.548,27.3,21.8,4.9,9.9,7.4,18.71,342.3,11.4,0,0,0,0,0,0,6,12.7,492,0.483,1.28,0.48,4.1,5,338,0.826,0,0,0,0,534,6.5,8.6,2.68,109,1.33,1.76,0.56,0,0,0,0,12,2
Paul Millsap,0,30.1,0.576,11.9,18.4,13.1,21,17,18.71,246.3,8.2,0,3.3,5.3,654,8.6,13.7,5.3,9.9,400,0.537,1.37,0.534,3,4.3,228,0.699,0,0,0,0,0,0,0,0,78,1.03,1.63,0.27,73,0.96,1.53,0.25,29,0
Gerald Wallace,0,37.6,0.585,14,19,5.2,20.3,12.8,18.64,324.4,10.8,0,1.6,6.2,553,7.8,9.9,0,0,0,0,0,0,5.1,6.4,365,0.804,0,0,0,0,189,2.7,3.4,1.28,121,1.7,2.18,0.58,67,0.94,1.2,0.32,20,0
Charlie Villanueva,0,26.9,0.529,9.3,26,8.3,21.6,14.7,18.64,223.3,7.4,0,2,4.7,520,6.7,11.9,6.2,14,487,0.479,1.16,0.488,2.6,3.1,201,0.838,1.1,3,89,0.345,0,0,0,0,0,0,0,0,0,0,0,0,14,0
Andre Iguodala,0,39.9,0.56,21.4,21.7,3.3,14,8.6,18.49,390,13,18.8,1.1,4.6,471,5.7,6.9,6.6,14,542,0.521,1.34,0.507,4.6,6.4,377,0.724,0,0,0,0,434,5.3,6.4,1.95,131,1.6,1.92,0.86,0,0,0,0,11,0
Kevin Love,0,25.3,0.538,8.1,19.2,15.1,27.3,21,18.39,210.5,7,0,3.4,5.7,734,9.1,17.2,0,0,0,0,0,0,3.3,4.1,265,0.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Joe Johnson,0,39.5,0.534,20.4,25.2,2.4,10.5,6.5,18.26,362,12.1,21.4,0,0,0,0,0,7.8,18,620,0.468,1.19,0.489,3.8,4.6,299,0.826,1.9,5,149,0.36,455,5.8,7,2.33,84,1.06,1.29,0.48,0,0,0,0,0,0
