MVP,MPG,TS%,ASTR,USG,ORR,DRR,REBR,PER,VA,EWA,PPG,ORPG,DRPG,REB,RPG,RP48,FGMPG,FGAPG,FGM,2P%,PPS,ADJFG%,FTMPG,FTAPG,FTM,FT%,3PMPG,3PAPG,3PTM,3P%,AST,APG,AP48M,AST/TO,STL,STPG,STP48M,ST/PF,BLK,BLKPG,BLKP48M,BLK/PF,DBLDBL,TRIDBL
,37,0.586,19.6,26.6,4.9,13.2,9,25.19,616,20.5,23.9,1.7,4.5,470,6.2,8,7.5,16.5,570,0.477,1.45,0.492,7.7,8.9,585,0.865,0,0,0,0,417,5.5,7.1,2.62,143,1.88,2.44,1.28,0,0,0,0,15,2
,33.4,0.624,22.2,29.5,2.7,11.4,7.3,24.74,541.1,18,25.3,0,0,0,0,0,8.5,18.3,675,0.537,1.39,0.58,4.1,4.6,325,0.898,4.1,10,324,0.411,524,6.6,9.5,2.2,142,1.8,2.58,0.78,0,0,0,0,9,0
,35.9,0.586,18.6,30.7,1.9,13.3,7.6,24.15,528.7,17.6,27,0,0,0,0,0,8.8,19.8,661,0.492,1.36,0.516,6.5,7.3,488,0.895,2.9,8,214,0.37,440,5.9,7.8,2.23,0,0,0,0,0,0,0,0,11,0
,25.4,0.585,9.2,33.6,8.5,25.6,17,24.15,159,5.3,0,0,0,0,0,0,0,0,0,0,0,0,6.2,7.9,191,0.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
,35.4,0.552,12.6,32.7,3,13.6,8.3,24.09,531.4,17.7,27.3,0.9,4.3,386,5.2,7.1,9.7,20.9,721,0.484,1.31,0.477,7.4,8.7,545,0.842,0,0,0,0,290,3.9,5.3,1.61,78,1.05,1.43,0.58,0,0,0,0,0,0
,21.3,0.599,6.4,25.8,14.1,20.8,17.4,23.74,300.5,10,14.3,2.7,4,482,6.7,15.1,5.6,10.2,402,0.568,1.4,0.549,3.1,4,224,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
,33.9,0.681,9,15.6,13.6,29.5,21.8,23.31,520.5,17.4,14,3.9,8.9,1035,12.8,18.1,5.1,7.7,413,0.662,1.82,0.661,3.8,5.9,311,0.653,0,0,0,0,0,0,0,0,0,0,0,0,214,2.64,3.74,0.87,58,0
,36.4,0.541,29.5,31.7,2.4,10.6,6.5,23.28,519.7,17.3,23.1,0,0,0,0,0,8.3,18.4,647,0.48,1.26,0.482,5.4,6.8,422,0.801,0,0,0,0,831,10.7,14.1,2.58,157,2.01,2.66,1.04,0,0,0,0,50,0
,33.2,0.604,24.6,26.8,1.5,10.8,6,23.26,419.3,14,20.5,0,0,0,0,0,6.7,14.6,464,0.497,1.4,0.544,4.6,5.3,316,0.859,2.5,6,171,0.407,433,6.3,9.1,2.78,92,1.33,1.93,0.73,0,0,0,0,8,0
,35.1,0.58,19.3,29.9,2.3,7.5,5,23.09,455.6,15.2,25.2,0,0,0,0,0,9.3,19.7,671,0.505,1.28,0.535,4.1,4.6,297,0.905,2.5,6,177,0.401,418,5.8,7.9,2.32,83,1.15,1.58,0.53,0,0,0,0,8,0
,37.4,0.623,25,25.2,2.4,12,7.2,22.92,399.1,13.3,22.4,0,0,0,0,0,7.1,15.3,426,0.518,1.46,0.569,5,6.1,299,0.819,3.2,8,193,0.412,417,7,8.9,2.41,89,1.48,1.9,0.52,0,0,0,0,11,1
,34,0.569,18.8,27.1,6.2,20.2,13.4,22.71,347.3,11.6,21.6,1.8,6.3,497,8.1,11.5,7.9,15.9,479,0.514,1.36,0.513,5.2,6.9,320,0.76,0,0,0,0,300,4.9,6.9,2.11,0,0,0,0,0,0,0,0,19,1
,32.6,0.579,4.2,21,12.8,35.3,24,22.68,453.2,15.1,17,3.8,10.3,1088,14.1,20.8,7,12.6,542,0.557,1.35,0.557,2.9,4.6,225,0.628,0,0,0,0,0,0,0,0,0,0,0,0,162,2.1,3.09,0.72,58,0
,34.5,0.595,14.5,26.3,2.3,15.4,9,22.23,440.6,14.7,21.9,0.7,4.7,394,5.4,7.5,7.5,15.8,545,0.506,1.38,0.536,5,5.9,362,0.844,2,5,149,0.398,252,3.5,4.8,1.8,73,1,1.39,0.62,0,0,0,0,0,0
,31.7,0.673,9.8,14.3,13.3,34.6,24.2,21.84,431.2,14.4,0,3.7,10.1,1114,13.8,20.8,5.1,7.1,412,0.717,1.78,0.714,2.5,5.2,205,0.482,0,0,0,0,0,0,0,0,0,0,0,0,134,1.65,2.5,0.63,41,0
,23.9,0.638,8,18.6,12.5,24.5,18.5,21.48,251.8,8.4,0,2.7,5.4,526,8.1,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1.22,2.44,0.44,15,0
,24.6,0.593,15,24.3,1.4,9.9,5.5,21.44,325.5,10.8,17.5,0,0,0,0,0,5.3,12.3,428,0.48,1.42,0.511,5,5.6,402,0.88,2,6,163,0.365,239,3,5.8,1.49,0,0,0,0,0,0,0,0,0,0
,34.7,0.569,19.6,28.3,1.8,10.6,6.2,21.41,425.4,14.2,23.2,0,0,0,0,0,8.1,18.3,643,0.476,1.26,0.527,3.8,4.5,304,0.847,3,8,240,0.399,434,5.5,7.6,2.58,85,1.08,1.49,0.71,0,0,0,0,8,0
,22.5,0.573,16.2,23.1,10.8,23.1,17,21.23,289.3,9.6,0,2.1,4.5,533,6.6,14,4.8,9,387,0.537,1.31,0.534,2.2,3,177,0.741,0,0,0,0,0,0,0,0,92,1.14,2.42,0.55,0,0,0,0,13,0
,31.4,0.573,9.4,24.6,8.9,29.3,19.5,21.18,272.4,9.1,19,2.5,8.6,666,11.1,17,0,0,0,0,0,0,4.3,4.9,257,0.871,2.4,6,145,0.373,0,0,0,0,0,0,0,0,0,0,0,0,41,0
,29.7,0.518,6.9,21.1,15.1,36.2,25.2,20.91,370.8,12.4,13.6,4.3,9.5,1115,13.8,22.2,6,11.2,483,0.532,1.21,0.531,0,0,0,0,0,0,0,0,0,0,0,0,124,1.53,2.47,0.52,89,1.1,1.77,0.38,49,0
,29.7,0.627,9.7,18.1,15,31.7,23.5,20.89,337.8,11.3,13.5,4,8.7,940,12.7,20.5,5.2,8.3,388,0.635,1.63,0.633,3.1,5.7,226,0.533,0,0,0,0,0,0,0,0,0,0,0,0,92,1.24,2.01,0.45,53,0
,15.6,0.552,18.2,18.4,13.7,24.8,19.2,20.59,183.2,6.1,0,2,3.6,439,5.6,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1.32,4.06,0.6,0,0
,33,0.563,22.3,28.2,2.5,13.8,8,20.56,310.5,10.3,21.1,0,0,0,0,0,6.8,15.7,449,0.477,1.34,0.485,5.9,6.9,388,0.847,0,0,0,0,418,6.3,9.2,1.87,91,1.38,2.01,0.55,0,0,0,0,0,0
,29.6,0.578,10.4,27,5.8,13.3,9.6,20.48,327.7,10.9,20.5,1.6,3.8,403,5.4,8.7,7.4,15.6,555,0.536,1.31,0.531,3.9,4.9,295,0.81,1.8,5,134,0.346,0,0,0,0,0,0,0,0,124,1.65,2.68,0.65,0,0
,20.5,0.622,10.9,16,9.8,22.2,15.8,20.4,139.1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,21.2,0.588,9,17.4,15.8,23.6,19.7,20.36,171.3,5.7,0,3,4.6,462,7.6,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
,34.2,0.554,18.7,26.1,2.6,18.7,10.5,20.32,367.1,12.2,19.5,0.8,5.4,463,6.3,8.8,7.2,15.7,532,0.48,1.25,0.503,3.8,4.5,278,0.837,0,0,0,0,338,4.6,6.4,2.04,0,0,0,0,99,1.34,1.88,0.58,11,2
,35.9,0.587,12.7,27.2,2.5,17.9,10.3,20.3,393.4,13.1,23.7,0.8,5.8,492,6.6,8.8,8.3,18,622,0.501,1.32,0.534,4.5,5,336,0.898,2.6,7,195,0.393,251,3.3,4.5,1.14,119,1.59,2.12,0.58,0,0,0,0,11,0
,25.4,0.578,16.4,20.5,7.6,26.8,17.4,20.23,233.8,7.8,0,1.7,6.2,501,7.8,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1.09,2.07,0.64,11,0
,34.9,0.604,14.1,25.4,2.2,7.8,5,20.21,388.9,13,23.1,0,0,0,0,0,8.3,17.2,637,0.538,1.35,0.566,3.7,4.4,282,0.825,2.9,7,223,0.404,267,3.5,4.8,1.71,83,1.08,1.48,0.49,0,0,0,0,0,0
,25.8,0.601,5.9,18.2,12.4,29.1,20.8,20.13,293.8,9.8,0,2.8,6.7,759,9.5,17.6,4.9,8.8,391,0.557,1.37,0.558,2.2,2.7,176,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
,35,0.585,14.1,26.2,2.4,9.1,5.7,19.99,395.9,13.2,23,0,0,0,0,0,8.7,18,692,0.506,1.27,0.544,3.4,3.7,268,0.912,2.3,5,185,0.421,285,3.6,4.9,1.66,0,0,0,0,0,0,0,0,0,0
,33.7,0.575,22,27,2.8,9.9,6.3,19.84,324.3,10.8,20.3,0,0,0,0,0,7.3,15.4,534,0.499,1.32,0.527,4.1,5.2,298,0.79,1.6,4,117,0.405,424,5.8,8.3,2,89,1.22,1.74,0.45,0,0,0,0,0,0
,11.1,0.65,7.6,18.2,8.6,16.2,12.5,19.71,70.7,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15.1,0.547,6.1,19.6,14,31.2,22.4,19.59,85.4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
,31.5,0.599,20.8,23.1,1.8,10.5,6.2,19.38,193,6.4,0,0,0,0,0,0,0,0,0,0,0,0,3.2,4,157,0.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
